Aryan Salgado 12 ICS4U1 ENG4U1 CHY4U1 SCH4U1 TFJ4C1 IDC4U1 null null 
Abi Gough 10 SNC2D1 MFM2P1 CHC2D1 BBI2O1 null ADA2O1 null PPL2OM 
Jazmine Krause 12 BAT4M1 TFJ4C1 MAP4C1 SCH4U1 null CHY4U1 TGJ4M1 null 
Ella-Louise Plant 10 BBI2O1 null ENG2D1 SNC2P1 ICS2O1 PAF2OF MFM2D1 GLC2O1 
Arslan Webb 10 MFM2D1 null ENG2D1 CHV2O1 null PAF2OF null TDJ2O1 
Tabatha Welch 11 ENG3C1 TDJ3M1 TFJ3C1 HSP3U1 AWQ3M1 FSF3U1 null BMI3C1 
Azeem Ross 10 SNC2D1 null null ENG2D1 ICS2O1 ADA2O1 null PPL2OM 
Thalia Mac 10 CHC2D1 MFM2P1 null null null PPL2OM null SNC2D1 
Aliesha Espinoza 10 BBI2O1 MFM2P1 null CHV2O1 null CHC2D1 null null 
Indiana Rollins 12 SBI4U1 AWQ4M1 CLN4U1 PLF4M1 SPH4U1 HHS4C1 PAF4O1 null 
Kiana Roberson 12 SBI4U1 AWQ4M1 AWD4M1 CLN4U1 MHF4U1 HHS4C1 MDM4U1 null 
Zackary Burrows 10 SNC2D1 null null null null PAF2OF MFM2P1 null 
Mahira Buchanan 10 BBI2O1 null SNC2P1 GLC2O1 null ENG2P1 CHC2D1 null 
Boris Sosa 12 SPH4U1 ENG4U1 AWD4M1 CLN4U1 MHF4U1 null null null 
Christie Hewitt 12 BAT4M1 AWD4M1 TFJ4C1 PLF4M1 null AWQ4M1 PAF4O1 null 
Katharine Haas 9 CGC1D1 FSF1O1 null null ENG1L1 null BTT1O1 null 
Reanna Terry 11 BDP3O1 TDJ3M1 BMI3C1 ENG3U1 AWQ3M1 TGJ3M1 THJ3M1 MBF3C1 
Tommie Kane 12 ENG4U1 MDM4U1 ADA4M1 TFJ4C1 MHF4U1 TDJ4M1 null null 
Lana Roth 11 SBI3U1 SCH3U1 TEJ3M1 HSP3U1 AWQ3M1 FSF3U1 null TFJ3C1 
Brielle Flower 11 ENG3C1 null SCH3U1 BMI3C1 MBF3C1 TEJ3M1 THJ3M1 TFJ3C1 
Ariadne Humphreys 10 BBI2O1 null SNC2P1 null null ADA2O1 MFM2D1 null 
George Oconnor 9 TGJ1O1 MFM1D1 null null SNC1D1 null BTT1O1 null 
Demi-Lee Horne 11 SPH3U1 TDJ3M1 PPL3OM MBF3C1 AWQ3M1 CHW3M1 null MCR3U1 
Emyr Harper 9 TGJ1O1 FSF1O1 CGC1D1 null ENG1L1 BTT1O1 ADA1O1 null 
Anees Blundell 11 null null SCH3U1 THJ3M1 SBI3U1 MBF3C1 AWQ3M1 TFJ3C1 
Sally Cox 10 BBI2O1 null null ENG2D1 null ADA2O1 PPL2OM SNC2D1 
Clyde Howells 9 TGJ1O1 ENG1D1 null null null null NAC1O1 null 
Madeleine Henderson 9 PPL1OM FSF1O1 null null null null BTT1O1 null 
Elsie-Mae Floyd 10 MFM2D1 null GLC2O1 CHV2O1 null ADA2O1 null null 
Jameel Meyer 10 TDJ2O1 null null null null ADA2O1 BBI2O1 SNC2D1 
Russell Hoover 12 TEJ4M1 AWD4M1 SBI4U1 CLN4U1 MHF4U1 null PAF4O1 null 
Latisha Yu 11 TEJ3M1 null SCH3U1 HSP3U1 MCR3U1 FSF3U1 BAF3M1 TFJ3C1 
Shayna Reyna 10 MFM2D1 null null ENG2D1 null ADA2O1 null null 
Reem Vo 11 BAF3M1 TDJ3M1 TEJ3M1 MBF3C1 SBI3U1 null null SPH3U1 
Aarron Fritz 11 ADA3M1 TDJ3M1 PPL3OM HSP3U1 TFJ3C1 TGJ3M1 BMI3C1 BDP3O1 
Maureen Greene 11 BAF3M1 null TGJ3M1 BMI3C1 SBI3U1 CHW3M1 THJ3M1 TFJ3C1 
Imogen Harrell 11 BDP3O1 ENG3C1 TEJ3M1 FSF3U1 ICS3U1 TGJ3M1 THJ3M1 TFJ3C1 
Romana Riggs 11 CHW3M1 BDP3O1 TEJ3M1 ENG3U1 MCR3U1 TGJ3M1 null SPH3U1 
Martin Sharp 10 BBI2O1 null null null null ADA2O1 PAF2OF null 
Adnan Dunn 10 null null null null null FSF2D1 MFM2P1 SNC2D1 
Geraldine Rooney 11 BAF3M1 TDJ3M1 null ENG3C1 SBI3U1 ICS3U1 SPH3U1 BDP3O1 
Danielius Cassidy 9 ENG1D1 null null null FSF1D1 null TGJ1O1 null 
Hermione Glenn 12 PAF4O1 TFJ4C1 TEJ4M1 PLF4M1 MHF4U1 AWQ4M1 CHY4U1 null 
Heena Paine 10 MFM2D1 null SNC2P1 ENG2D1 null TDJ2O1 null null 
Jai Dominguez 10 MFM2D1 null SNC2P1 ENG2D1 null PAF2OF null null 
Corrie Arnold 9 MFM1D1 null null null FSF1D1 null TIJ1O1 null 
Sabah Nunez 10 CHV2O1 null SNC2P1 null null FSF2D1 null null 
Freddie Gale 12 TDJ4M1 TFJ4C1 ICS4U1 null null IDC4U1 PAF4O1 null 
Keith Walters 10 CHV2O1 null null null null TDJ2O1 MFM2P1 SNC2D1 
Ida Woodard 11 CHW3M1 TDJ3M1 TFJ3C1 BDP3O1 null ICS3U1 null SPH3U1 
Indigo Wyatt 12 HHS4C1 ENG4U1 ADA4M1 CLN4U1 SPH4U1 IDC4U1 null null 
Molly Cameron 12 TDJ4M1 AWQ4M1 MAP4C1 PLF4M1 BAT4M1 CLN4U1 null null 
Lillie-Rose Cartwright 9 MFM1D1 null null null CGC1D1 null ENG1D1 null 
Hattie Fuller 9 ENG1D1 null null null null null FSF1D1 null 
Humaira English 12 IDC4U1 TFJ4C1 TEJ4M1 CLN4U1 MHF4U1 CHY4U1 null null 
Ameerah Mccarthy 9 TGJ1O1 null ADA1O1 null NAC1O1 CGC1D1 BTT1O1 null
